"","schoolcode","choicepgm","district","latitude","longtitude","cutoff","quality","size"
"314697",9021001,"Block Laying & Concreting","Kwahu South (Mpraeso)",6.61922645568848,-0.635528683662415,201,240.625,8
"314703",9021001,"Catering","Kwahu South (Mpraeso)",6.61922645568848,-0.635528683662415,212,244,7
"314718",9021001,"Electrical Installation Works","Kwahu South (Mpraeso)",6.61922645568848,-0.635528683662415,269,269,1
"314731",9080901,"Radio, TV & Electronics","Saboba/Chereponi (Saboba)",9.91628551483154,0.166294068098068,221,221,1
"314740",70804,"Business","North Tongu (Adidome)",6.13318634033203,0.407175898551941,217,260.8,20
"314746",70804,"Home Economics","North Tongu (Adidome)",6.13318634033203,0.407175898551941,209,253.75,16
"314748",70804,"Technical","North Tongu (Adidome)",6.13318634033203,0.407175898551941,221,267.785714285714,14
"314780",70804,"General Arts","North Tongu (Adidome)",6.13318634033203,0.407175898551941,213,249.714285714286,7
"314801",50102,"General Arts","Kumasi Metro",6.68205976486206,-1.59718716144562,382,399.62893081761,159
"314802",50102,"General Science","Kumasi Metro",6.68205976486206,-1.59718716144562,394,410.470588235294,119
"314808",50102,"Business","Kumasi Metro",6.68205976486206,-1.59718716144562,389,405.35,40
"314813",50102,"Home Economics","Kumasi Metro",6.68205976486206,-1.59718716144562,388,400.6,20
"314833",50102,"Visual Arts","Kumasi Metro",6.68205976486206,-1.59718716144562,374,388.157894736842,19
"315176",10142,"General Arts","Accra Metropolitan",5.6073956489563,-0.197115257382393,280,305.105263157895,95
"315179",10142,"Business","Accra Metropolitan",5.6073956489563,-0.197115257382393,260,285.684210526316,95
"315208",10142,"General Science","Accra Metropolitan",5.6073956489563,-0.197115257382393,225,266.3125,32
"315222",10142,"Visual Arts","Accra Metropolitan",5.6073956489563,-0.197115257382393,275,294.75,44
"315502",20303,"General Arts","Akwapim South (Nsawam)",5.82600259780884,-0.268249362707138,347,365.258426966292,89
"315505",20303,"Home Economics","Akwapim South (Nsawam)",5.82600259780884,-0.268249362707138,311,331.266666666667,45
"315508",20303,"Agriculture","Akwapim South (Nsawam)",5.82600259780884,-0.268249362707138,321,336.533333333333,30
"315514",20303,"General Science","Akwapim South (Nsawam)",5.82600259780884,-0.268249362707138,338,356.977777777778,45
"315519",20303,"Business","Akwapim South (Nsawam)",5.82600259780884,-0.268249362707138,333,354.887640449438,89
"315823",40201,"Visual Arts","Ahanta West (Agona Ahanta)",4.83470392227173,-1.99056136608124,268,289.25,44
"315826",40201,"Business","Ahanta West (Agona Ahanta)",4.83470392227173,-1.99056136608124,287,304.955555555556,90
"315832",40201,"General Arts","Ahanta West (Agona Ahanta)",4.83470392227173,-1.99056136608124,290,315.088888888889,90
"315841",40201,"Agriculture","Ahanta West (Agona Ahanta)",4.83470392227173,-1.99056136608124,288,318.777777777778,45
"315916",40201,"General Science","Ahanta West (Agona Ahanta)",4.83470392227173,-1.99056136608124,303,322.422222222222,45
"316204",71005,"General Arts","Hohoe",7.03059482574463,0.466238558292389,259,293.044444444444,135
"316205",71005,"Business","Hohoe",7.03059482574463,0.466238558292389,274,306.644444444444,45
"316212",71005,"General Science","Hohoe",7.03059482574463,0.466238558292389,288,317.688888888889,45
"316434",10102,"General Arts","Accra Metropolitan",5.6073956489563,-0.197115257382393,388,404.977272727273,88
"316435",10102,"Visual Arts","Accra Metropolitan",5.6073956489563,-0.197115257382393,343,370.933333333333,45
"316437",10102,"Home Economics","Accra Metropolitan",5.6073956489563,-0.197115257382393,363,377.111111111111,45
"316442",10102,"General Science","Accra Metropolitan",5.6073956489563,-0.197115257382393,389,406.414285714286,70
"316690",20704,"General Arts","Birim North ( New Abirem)",6.22278738021851,-1.02167463302612,208,266.656565656566,99
"316697",20704,"Agriculture","Birim North ( New Abirem)",6.22278738021851,-1.02167463302612,228,256.933333333333,15
"316726",20704,"Business","Birim North ( New Abirem)",6.22278738021851,-1.02167463302612,216,261.163265306122,49
"316870",50502,"General Arts","Sekyere West (Mampong)",7.19956493377686,-1.18007683753967,364,378.206666666667,150
"316871",50502,"General Science","Sekyere West (Mampong)",7.19956493377686,-1.18007683753967,351,373.35,100
"316872",50502,"Business","Sekyere West (Mampong)",7.19956493377686,-1.18007683753967,348,368.64,100
"316876",50502,"Home Economics","Sekyere West (Mampong)",7.19956493377686,-1.18007683753967,365,376.7,50
"316879",50502,"Agriculture","Sekyere West (Mampong)",7.19956493377686,-1.18007683753967,324,351.48,50
"316888",50502,"Visual Arts","Sekyere West (Mampong)",7.19956493377686,-1.18007683753967,339,359.92,50
"317375",9021301,"Carpentry & Joinery","East Akim (Kibi)",6.17855787277222,-0.454344213008881,236,284.666666666667,9
"317379",9021301,"Electrical Installation Works","East Akim (Kibi)",6.17855787277222,-0.454344213008881,290,327.65,40
"317380",9021301,"Motor Vehicle Mech.","East Akim (Kibi)",6.17855787277222,-0.454344213008881,263,303.5,40
"317385",9021301,"Mech. Eng. Craft Pract.","East Akim (Kibi)",6.17855787277222,-0.454344213008881,270,310.25,40
"317403",9021301,"Block Laying & Concreting","East Akim (Kibi)",6.17855787277222,-0.454344213008881,219,280.675,40
"317594",21007,"General Arts","Kwahu South (Mpraeso)",6.61922645568848,-0.635528683662415,227,267.054054054054,148
"317602",21007,"Business","Kwahu South (Mpraeso)",6.61922645568848,-0.635528683662415,217,264.142857142857,70
"317636",21007,"Home Economics","Kwahu South (Mpraeso)",6.61922645568848,-0.635528683662415,239,259.033333333333,30
"317672",21007,"Visual Arts","Kwahu South (Mpraeso)",6.61922645568848,-0.635528683662415,228,258.5,50
"317891",70701,"General Science","Ketu (Denu)",6.11122751235962,1.03270864486694,254,307.977777777778,90
"317897",70701,"General Arts","Ketu (Denu)",6.11122751235962,1.03270864486694,260,290.622222222222,135
"317898",70701,"Business","Ketu (Denu)",6.11122751235962,1.03270864486694,238,283.444444444444,135
"317907",70701,"Visual Arts","Ketu (Denu)",6.11122751235962,1.03270864486694,243,276.377777777778,45
"318296",21003,"General Science","Kwahu South (Mpraeso)",6.61922645568848,-0.635528683662415,411,429.87,100
"318299",21003,"Business","Kwahu South (Mpraeso)",6.61922645568848,-0.635528683662415,377,397.96,100
"318300",21003,"Agriculture","Kwahu South (Mpraeso)",6.61922645568848,-0.635528683662415,372,389.425,40
"318303",21003,"General Arts","Kwahu South (Mpraeso)",6.61922645568848,-0.635528683662415,403,412.875,40
"318581",21103,"Home Economics","Kwaebibirem (Kade)",6.13331890106201,-0.799037277698517,388,401.633333333333,30
"318582",21103,"General Science","Kwaebibirem (Kade)",6.13331890106201,-0.799037277698517,393,413.75,100
"318583",21103,"General Arts","Kwaebibirem (Kade)",6.13331890106201,-0.799037277698517,396,412.642105263158,95
"318817",20502,"Technical","West Akim (Asamankese)",5.8336124420166,-0.609122574329376,225,254.45,100
"318825",20502,"Home Economics","West Akim (Asamankese)",5.8336124420166,-0.609122574329376,211,245.76,100
"318836",20502,"Visual Arts","West Akim (Asamankese)",5.8336124420166,-0.609122574329376,204,247.52,100
"318846",20502,"General Science","West Akim (Asamankese)",5.8336124420166,-0.609122574329376,209,254.89,100
"319155",20502,"Agriculture","West Akim (Asamankese)",5.8336124420166,-0.609122574329376,247,255.5,2
"319355",21304,"Home Economics","East Akim (Kibi)",6.17855787277222,-0.454344213008881,206,241.037037037037,27
"319356",21304,"General Arts","East Akim (Kibi)",6.17855787277222,-0.454344213008881,210,246.072727272727,110
"319367",21304,"Technical","East Akim (Kibi)",6.17855787277222,-0.454344213008881,211,246.888888888889,18
"319574",21304,"Visual Arts","East Akim (Kibi)",6.17855787277222,-0.454344213008881,255,293.333333333333,3
"319639",20201,"Business","Suhum/Kraboa/Coaltar",5.94451522827148,-0.474989742040634,283,318.5,90
"319644",20201,"Technical","Suhum/Kraboa/Coaltar",5.94451522827148,-0.474989742040634,311,328.89552238806,134
"319666",20201,"General Arts","Suhum/Kraboa/Coaltar",5.94451522827148,-0.474989742040634,298,323.8,90
"319679",20201,"General Science","Suhum/Kraboa/Coaltar",5.94451522827148,-0.474989742040634,233,294.97037037037,135
"319686",20201,"Visual Arts","Suhum/Kraboa/Coaltar",5.94451522827148,-0.474989742040634,295,318.24,50
"320152",60503,"General Arts","Techiman",7.67761468887329,-1.94484198093414,216,247.782608695652,46
"320154",60503,"Business","Techiman",7.67761468887329,-1.94484198093414,217,243,17
"320240",60104,"Visual Arts","Sunyani",7.34467792510986,-2.3274233341217,344,355.88,25
"320245",60104,"Business","Sunyani",7.34467792510986,-2.3274233341217,332,348.773333333333,150
"320246",60104,"General Science","Sunyani",7.34467792510986,-2.3274233341217,356,371.09,100
"320247",60104,"General Arts","Sunyani",7.34467792510986,-2.3274233341217,350,362.226666666667,150
"320253",60104,"Agriculture","Sunyani",7.34467792510986,-2.3274233341217,338,352.7,50
"320295",60104,"Home Economics","Sunyani",7.34467792510986,-2.3274233341217,339,349.88,25
"320753",30902,"Business","Agona Swedru",5.61735343933105,-0.755242526531219,306,330.164383561644,219
"320764",30902,"General Arts","Agona Swedru",5.61735343933105,-0.755242526531219,286,312.284403669725,109
"320769",30902,"Home Economics","Agona Swedru",5.61735343933105,-0.755242526531219,279,305.25,40
"320780",30902,"Agriculture","Agona Swedru",5.61735343933105,-0.755242526531219,269,299.145454545455,55
"320836",30902,"Visual Arts","Agona Swedru",5.61735343933105,-0.755242526531219,282,304.68,25
"321221",30905,"Business","Agona Swedru",5.61735343933105,-0.755242526531219,335,353.554621848739,119
"321222",30905,"Visual Arts","Agona Swedru",5.61735343933105,-0.755242526531219,324,336.575,40
"321223",30905,"Agriculture","Agona Swedru",5.61735343933105,-0.755242526531219,320,338.8,40
"321233",30905,"Home Economics","Agona Swedru",5.61735343933105,-0.755242526531219,325,338.9,40
"321251",30905,"General Science","Agona Swedru",5.61735343933105,-0.755242526531219,347,365.142857142857,70
"321254",30905,"General Arts","Agona Swedru",5.61735343933105,-0.755242526531219,344,359.252100840336,119
"321722",100106,"General Arts","Wa Municipal",10.0306215286255,-2.28503036499023,248,268.975,40
"321743",100106,"Agriculture","Wa Municipal",10.0306215286255,-2.28503036499023,223,240.625,40
"321783",100106,"Business","Wa Municipal",10.0306215286255,-2.28503036499023,238,253.5,40
"321840",51203,"Business","Adansi West (Obuasi)",5.98641157150269,-1.65927422046661,236,278.32,150
"321843",51203,"General Arts","Adansi West (Obuasi)",5.98641157150269,-1.65927422046661,279,301.86875,160
"321851",51203,"Agriculture","Adansi West (Obuasi)",5.98641157150269,-1.65927422046661,263,292.66,50
"322199",51203,"General Science","Adansi West (Obuasi)",5.98641157150269,-1.65927422046661,226,279.444444444444,9
"322298",51803,"General Arts","Sekyere East (Effiduase)",7.21082878112793,-0.844235956668854,234,274.716666666667,120
"322302",51803,"Business","Sekyere East (Effiduase)",7.21082878112793,-0.844235956668854,216,264.6125,80
"322326",51803,"General Science","Sekyere East (Effiduase)",7.21082878112793,-0.844235956668854,223,267.041666666667,24
"322328",51803,"Visual Arts","Sekyere East (Effiduase)",7.21082878112793,-0.844235956668854,215,257.366666666667,30
"322435",51803,"Home Economics","Sekyere East (Effiduase)",7.21082878112793,-0.844235956668854,264,292.166666666667,30
"322632",50104,"General Arts","Kumasi Metro",6.68205976486206,-1.59718716144562,350,365.386904761905,168
"322633",50104,"Business","Kumasi Metro",6.68205976486206,-1.59718716144562,340,362.746153846154,130
"322641",50104,"Visual Arts","Kumasi Metro",6.68205976486206,-1.59718716144562,351,367.35,40
"322657",50104,"Agriculture","Kumasi Metro",6.68205976486206,-1.59718716144562,345,364.475,40
"322660",50104,"General Science","Kumasi Metro",6.68205976486206,-1.59718716144562,363,377.4125,80
"323110",40101,"General Science","Shama/Ahanta/East (Sekondi/Takoradi)",5.0811014175415,-1.62365472316742,309,326.033333333333,30
"323125",40101,"Home Economics","Shama/Ahanta/East (Sekondi/Takoradi)",5.0811014175415,-1.62365472316742,260,276.966666666667,90
"323131",40101,"Business","Shama/Ahanta/East (Sekondi/Takoradi)",5.0811014175415,-1.62365472316742,273,295.422222222222,135
"323152",40101,"Visual Arts","Shama/Ahanta/East (Sekondi/Takoradi)",5.0811014175415,-1.62365472316742,264,281.355555555556,45
"323155",40101,"General Arts","Shama/Ahanta/East (Sekondi/Takoradi)",5.0811014175415,-1.62365472316742,291,309.811111111111,90
"323316",40101,"Agriculture","Shama/Ahanta/East (Sekondi/Takoradi)",5.0811014175415,-1.62365472316742,289,303.066666666667,15
"323567",9040101,"Plumbing & Gas Fitting","Shama/Ahanta/East (Sekondi/Takoradi)",5.0811014175415,-1.62365472316742,198,240.260869565217,23
"323572",9040101,"Motor Vehicle Mech.","Shama/Ahanta/East (Sekondi/Takoradi)",5.0811014175415,-1.62365472316742,243,269.025,80
"323574",9040101,"Block Laying & Concreting","Shama/Ahanta/East (Sekondi/Takoradi)",5.0811014175415,-1.62365472316742,224,256.739130434783,23
"323586",9040101,"Mech. Eng. Craft Pract.","Shama/Ahanta/East (Sekondi/Takoradi)",5.0811014175415,-1.62365472316742,256,284.375,80
"323594",9040101,"Welding & Fabrication","Shama/Ahanta/East (Sekondi/Takoradi)",5.0811014175415,-1.62365472316742,209,245.914285714286,35
"323623",9040101,"Electrical Installation Works","Shama/Ahanta/East (Sekondi/Takoradi)",5.0811014175415,-1.62365472316742,212,212.5,2
"323719",9040101,"Refrigeration & Air Cond.","Shama/Ahanta/East (Sekondi/Takoradi)",5.0811014175415,-1.62365472316742,213,244.727272727273,22
"323976",80109,"General Arts","Tamale",9.38335132598877,-0.784348249435425,224,260.03,200
"323997",80109,"Business","Tamale",9.38335132598877,-0.784348249435425,200,248.115384615385,104
"324028",80109,"General Science","Tamale",9.38335132598877,-0.784348249435425,216,259.048780487805,41
"324429",80101,"Business","Tamale",9.38335132598877,-0.784348249435425,308,333.56,100
"324434",80101,"Technical","Tamale",9.38335132598877,-0.784348249435425,237,277.04,50
"324435",80101,"General Science","Tamale",9.38335132598877,-0.784348249435425,339,359.6,100
"324438",80101,"General Arts","Tamale",9.38335132598877,-0.784348249435425,331,347.5,100
"324447",80101,"Home Economics","Tamale",9.38335132598877,-0.784348249435425,286,306.98,50
"324451",80101,"Visual Arts","Tamale",9.38335132598877,-0.784348249435425,269,297.44,50
"324476",80101,"Agriculture","Tamale",9.38335132598877,-0.784348249435425,290,312.25,100
"325087",70112,"Business","Ho Municipal",6.71760702133179,0.526142239570618,214,236,9
"325089",70112,"Agriculture","Ho Municipal",6.71760702133179,0.526142239570618,228,254.9,10
"325109",40904,"Home Economics","Wassa West (Tarkwa)",5.27604913711548,-1.98885321617126,282,299.222222222222,90
"325116",40904,"Business","Wassa West (Tarkwa)",5.27604913711548,-1.98885321617126,309,330.066666666667,90
"325123",40904,"General Arts","Wassa West (Tarkwa)",5.27604913711548,-1.98885321617126,314,331.6,90
"325130",40904,"General Science","Wassa West (Tarkwa)",5.27604913711548,-1.98885321617126,312,332.566666666667,90
"325329",40904,"Visual Arts","Wassa West (Tarkwa)",5.27604913711548,-1.98885321617126,244,277.75,4
"325558",70107,"General Arts","Ho Municipal",6.71760702133179,0.526142239570618,216,256.87037037037,54
"325559",70107,"Visual Arts","Ho Municipal",6.71760702133179,0.526142239570618,225,251.133333333333,15
"325562",70107,"Home Economics","Ho Municipal",6.71760702133179,0.526142239570618,213,232.611111111111,18
"325646",60701,"Visual Arts","Techiman",7.67761468887329,-1.94484198093414,260,280.5,50
"325648",60701,"General Science","Techiman",7.67761468887329,-1.94484198093414,294,324.75,100
"325649",60701,"General Arts","Techiman",7.67761468887329,-1.94484198093414,300,319.375,200
"325651",60701,"Business","Techiman",7.67761468887329,-1.94484198093414,286,309.62,100
"325653",60701,"Home Economics","Techiman",7.67761468887329,-1.94484198093414,272,299.7,50
"326150",50109,"Technical","Kumasi Metro",6.68205976486206,-1.59718716144562,290,316.7,50
"326163",50109,"Visual Arts","Kumasi Metro",6.68205976486206,-1.59718716144562,332,352.22,50
"326168",50109,"General Science","Kumasi Metro",6.68205976486206,-1.59718716144562,311,342.381818181818,110
"326179",50109,"General Arts","Kumasi Metro",6.68205976486206,-1.59718716144562,327,342.09243697479,119
"326205",50109,"Business","Kumasi Metro",6.68205976486206,-1.59718716144562,306,329.2,120
"326217",50109,"Home Economics","Kumasi Metro",6.68205976486206,-1.59718716144562,300,320.6,50
"326735",10205,"Business","Tema",5.69031476974487,-0.0500882156193256,278,306.708333333333,120
"326736",10205,"Visual Arts","Tema",5.69031476974487,-0.0500882156193256,271,294.55,60
"326750",10205,"General Arts","Tema",5.69031476974487,-0.0500882156193256,289,311.243697478992,119
"326779",10205,"Home Economics","Tema",5.69031476974487,-0.0500882156193256,266,291.033333333333,60
"326792",10205,"General Science","Tema",5.69031476974487,-0.0500882156193256,242,282,60
"327153",10201,"Visual Arts","Tema",5.69031476974487,-0.0500882156193256,339,359.216666666667,60
"327162",10201,"General Science","Tema",5.69031476974487,-0.0500882156193256,344,367.291044776119,134
"327165",10201,"General Arts","Tema",5.69031476974487,-0.0500882156193256,358,373.649253731343,134
"327176",10201,"Business","Tema",5.69031476974487,-0.0500882156193256,356,373.42962962963,135
"327209",10201,"Home Economics","Tema",5.69031476974487,-0.0500882156193256,340,355.955555555556,45
"327692",9010201,"Carpentry & Joinery","Tema",5.69031476974487,-0.0500882156193256,218,257.058823529412,34
"327695",9010201,"Welding & Fabrication","Tema",5.69031476974487,-0.0500882156193256,227,263.545454545455,55
"327701",9010201,"Electrical Installation Works","Tema",5.69031476974487,-0.0500882156193256,275,307.218181818182,55
"327703",9010201,"Mech. Eng. Craft Pract.","Tema",5.69031476974487,-0.0500882156193256,261,290.090909090909,55
"327813",9010201,"Printing","Tema",5.69031476974487,-0.0500882156193256,225,274.285714285714,7
"327839",9010201,"Industrial Mechanics","Tema",5.69031476974487,-0.0500882156193256,226,252.142857142857,7
"328007",9010201,"Block Laying & Concreting","Tema",5.69031476974487,-0.0500882156193256,248,270.5,2
"328077",90103,"Business","Bawku East (Bawku)",11.0363521575928,-0.188137739896774,209,238.236363636364,55
"328082",90103,"General Arts","Bawku East (Bawku)",11.0363521575928,-0.188137739896774,228,251.381818181818,55
"328092",90103,"Agriculture","Bawku East (Bawku)",11.0363521575928,-0.188137739896774,217,236.690909090909,55
"328244",51401,"Agriculture","Ahafo Ano North (Tepa)",6.90082979202271,-2.20757961273193,271,293.76,50
"328249",51401,"Visual Arts","Ahafo Ano North (Tepa)",6.90082979202271,-2.20757961273193,263,283.56,50
"328250",51401,"Business","Ahafo Ano North (Tepa)",6.90082979202271,-2.20757961273193,250,278.866666666667,150
"328261",51401,"General Arts","Ahafo Ano North (Tepa)",6.90082979202271,-2.20757961273193,293,312.593333333333,150
"328262",51401,"General Science","Ahafo Ano North (Tepa)",6.90082979202271,-2.20757961273193,241,283.06,100
"328742",10116,"General Science","Accra Metropolitan",5.6073956489563,-0.197115257382393,288,335.368421052632,38
"328743",10116,"Business","Accra Metropolitan",5.6073956489563,-0.197115257382393,205,273.635714285714,280
"328828",10116,"Visual Arts","Accra Metropolitan",5.6073956489563,-0.197115257382393,288,309.051282051282,39
"328883",10116,"General Arts","Accra Metropolitan",5.6073956489563,-0.197115257382393,307,325.64,50
"328892",10116,"Home Economics","Accra Metropolitan",5.6073956489563,-0.197115257382393,279,298.051282051282,39
"329192",70704,"Business","Keta",5.90746402740479,0.853055775165558,228,262.58,100
"329193",70704,"Agriculture","Keta",5.90746402740479,0.853055775165558,234,262.816326530612,49
"329194",70704,"General Arts","Keta",5.90746402740479,0.853055775165558,252,284.07,100
"329213",70704,"Visual Arts","Keta",5.90746402740479,0.853055775165558,213,246.085106382979,47
"329218",70704,"Home Economics","Keta",5.90746402740479,0.853055775165558,236,260.18,50
"329595",50202,"General Arts","Atwima / Nwabiagya (Nkawie)",6.68133735656738,-1.80875706672668,324,336.444,250
"329608",50202,"Home Economics","Atwima / Nwabiagya (Nkawie)",6.68133735656738,-1.80875706672668,322,334.26,50
"329613",50202,"Business","Atwima / Nwabiagya (Nkawie)",6.68133735656738,-1.80875706672668,314,331.54,150
"329642",50202,"General Science","Atwima / Nwabiagya (Nkawie)",6.68133735656738,-1.80875706672668,331,347.26,50
"329657",50202,"Visual Arts","Atwima / Nwabiagya (Nkawie)",6.68133735656738,-1.80875706672668,321,333.7,50
"329938",50202,"Agriculture","Atwima / Nwabiagya (Nkawie)",6.68133735656738,-1.80875706672668,314,326.68,50
"330164",81201,"Home Economics","West Mamprusi (Walewale)",10.3346328735352,-1.11731052398682,220,239.333333333333,9
"330167",81201,"General Arts","West Mamprusi (Walewale)",10.3346328735352,-1.11731052398682,213,244.8,30
"330207",81201,"Business","West Mamprusi (Walewale)",10.3346328735352,-1.11731052398682,204,243.5,10
"330226",70509,"General Arts","South Tongu (Sogakope)",5.96053743362427,0.645589470863342,213,245.166666666667,6
"330234",70509,"Business","South Tongu (Sogakope)",5.96053743362427,0.645589470863342,215,256.333333333333,3
"330236",70110,"Technical","Ho Municipal",6.71760702133179,0.526142239570618,203,248.892857142857,84
"330240",70110,"General Arts","Ho Municipal",6.71760702133179,0.526142239570618,202,254.944444444444,90
"330241",70110,"Visual Arts","Ho Municipal",6.71760702133179,0.526142239570618,210,248.394736842105,38
"330327",70110,"Agriculture","Ho Municipal",6.71760702133179,0.526142239570618,214,249.258064516129,31
"330359",70110,"Home Economics","Ho Municipal",6.71760702133179,0.526142239570618,208,251.5,38
"330371",70110,"General Science","Ho Municipal",6.71760702133179,0.526142239570618,218,259,21
"330590",100402,"Technical","Sisala/Tumu (Tumu)",10.5741777420044,-1.73106586933136,209,232.214285714286,14
"330594",100402,"Agriculture","Sisala/Tumu (Tumu)",10.5741777420044,-1.73106586933136,225,240.62,50
"330602",100402,"Home Economics","Sisala/Tumu (Tumu)",10.5741777420044,-1.73106586933136,196,222.847826086957,46
"330719",80702,"Agriculture","Bole",8.62969589233398,-2.26667523384094,188,234.5,24
"330748",60703,"General Arts","Techiman",7.67761468887329,-1.94484198093414,207,250.987012987013,77
"330785",60703,"Technical","Techiman",7.67761468887329,-1.94484198093414,223,245.125,16
"330845",60703,"Home Economics","Techiman",7.67761468887329,-1.94484198093414,221,238.25,8
"330859",60101,"Home Economics","Sunyani",7.34467792510986,-2.3274233341217,251,270.56,50
"330861",60101,"General Science","Sunyani",7.34467792510986,-2.3274233341217,266,297.727272727273,55
"330864",60101,"Technical","Sunyani",7.34467792510986,-2.3274233341217,284,302.12,50
"330866",60101,"Business","Sunyani",7.34467792510986,-2.3274233341217,282,304.963636363636,55
"330874",60101,"General Arts","Sunyani",7.34467792510986,-2.3274233341217,293,314.318181818182,110
"330886",60101,"Visual Arts","Sunyani",7.34467792510986,-2.3274233341217,271,297.56,50
"331370",51802,"Home Economics","Sekyere East (Effiduase)",7.21082878112793,-0.844235956668854,282,301.3625,80
"331385",51802,"General Arts","Sekyere East (Effiduase)",7.21082878112793,-0.844235956668854,310,326.833333333333,120
"331402",51802,"Visual Arts","Sekyere East (Effiduase)",7.21082878112793,-0.844235956668854,284,301.6875,80
"331414",51802,"Business","Sekyere East (Effiduase)",7.21082878112793,-0.844235956668854,287,310.175,120
"331434",51802,"Agriculture","Sekyere East (Effiduase)",7.21082878112793,-0.844235956668854,291,307.975,40
"331442",51802,"General Science","Sekyere East (Effiduase)",7.21082878112793,-0.844235956668854,283,317.4,80
"331993",31101,"General Arts","Twifo Hemang (Twifo Praso)",5.57299947738647,-1.55970335006714,264,289.528985507246,138
"331998",31101,"Business","Twifo Hemang (Twifo Praso)",5.57299947738647,-1.55970335006714,234,273.608333333333,120
"332035",31101,"General Science","Twifo Hemang (Twifo Praso)",5.57299947738647,-1.55970335006714,275,305.8,30
"332047",31101,"Agriculture","Twifo Hemang (Twifo Praso)",5.57299947738647,-1.55970335006714,267,291.866666666667,30
"332085",31101,"Home Economics","Twifo Hemang (Twifo Praso)",5.57299947738647,-1.55970335006714,266,291.4,30
"332418",100301,"Agriculture","Jirapa/Lambusie (Jirapa)",10.6920347213745,-2.58332252502441,201,224,52
"332421",100301,"General Arts","Jirapa/Lambusie (Jirapa)",10.6920347213745,-2.58332252502441,197,233.470588235294,34
"332426",100301,"Home Economics","Jirapa/Lambusie (Jirapa)",10.6920347213745,-2.58332252502441,195,223.3125,16
"332551",30105,"Home Economics","Cape Coast Municipal",5.15365600585938,-1.3065938949585,292,313.708333333333,48
"332553",30105,"General Arts","Cape Coast Municipal",5.15365600585938,-1.3065938949585,334,351.118644067797,59
"332601",30105,"Visual Arts","Cape Coast Municipal",5.15365600585938,-1.3065938949585,300,320.22,50
"332613",30105,"Agriculture","Cape Coast Municipal",5.15365600585938,-1.3065938949585,290,315,29
"332617",30105,"General Science","Cape Coast Municipal",5.15365600585938,-1.3065938949585,321,343.673469387755,49
"332658",30105,"Business","Cape Coast Municipal",5.15365600585938,-1.3065938949585,317,340.389830508475,59
"332848",70605,"General Arts","Kpando",6.89685153961182,0.267385125160217,233,258.758333333333,120
"332860",70605,"Home Economics","Kpando",6.89685153961182,0.267385125160217,221,247.55,40
"332874",70605,"Agriculture","Kpando",6.89685153961182,0.267385125160217,214,249.387755102041,49
"332897",70605,"Business","Kpando",6.89685153961182,0.267385125160217,222,259.384615384615,13
"332918",70605,"Visual Arts","Kpando",6.89685153961182,0.267385125160217,202,247.571428571429,35
"332919",70605,"General Science","Kpando",6.89685153961182,0.267385125160217,212,249.911764705882,34
"333241",70606,"Technical","Kpando",6.89685153961182,0.267385125160217,212,242,38
"333250",70606,"Home Economics","Kpando",6.89685153961182,0.267385125160217,202,230.461538461538,13
"333277",70606,"Agriculture","Kpando",6.89685153961182,0.267385125160217,221,245,11
"333316",71009,"Agriculture","Hohoe",7.03059482574463,0.466238558292389,228,238.333333333333,3
"333336",80106,"Technical","Tamale",9.38335132598877,-0.784348249435425,208,243.788888888889,90
"333349",80106,"General Arts","Tamale",9.38335132598877,-0.784348249435425,249,266.78,50
"333397",80106,"Home Economics","Tamale",9.38335132598877,-0.784348249435425,231,246.9,50
"333453",80106,"Agriculture","Tamale",9.38335132598877,-0.784348249435425,231,248.84,50
"333495",80106,"Visual Arts","Tamale",9.38335132598877,-0.784348249435425,221,241.4,50
"333671",21301,"General Arts","East Akim (Kibi)",6.17855787277222,-0.454344213008881,268,290.56,75
"333677",21301,"Visual Arts","East Akim (Kibi)",6.17855787277222,-0.454344213008881,224,254.428571428571,70
"333681",21301,"Business","East Akim (Kibi)",6.17855787277222,-0.454344213008881,228,265.830769230769,65
"333704",21301,"Home Economics","East Akim (Kibi)",6.17855787277222,-0.454344213008881,220,249.984375,64
"333705",21301,"Agriculture","East Akim (Kibi)",6.17855787277222,-0.454344213008881,209,255.145161290323,62
"333714",21301,"General Science","East Akim (Kibi)",6.17855787277222,-0.454344213008881,231,270.76,25
"334068",100102,"Home Economics","Wa Municipal",10.0306215286255,-2.28503036499023,262,278.866666666667,45
"334073",100102,"General Arts","Wa Municipal",10.0306215286255,-2.28503036499023,291,311.111111111111,90
"334075",100102,"Business","Wa Municipal",10.0306215286255,-2.28503036499023,283,303.344444444444,90
"334076",100102,"Agriculture","Wa Municipal",10.0306215286255,-2.28503036499023,273,292.555555555556,90
"334086",100102,"General Science","Wa Municipal",10.0306215286255,-2.28503036499023,273,298.433333333333,90
"334103",100102,"Visual Arts","Wa Municipal",10.0306215286255,-2.28503036499023,250,275.2,45
"334524",100101,"Technical","Wa Municipal",10.0306215286255,-2.28503036499023,201,235.102040816327,49
"334525",100101,"General Arts","Wa Municipal",10.0306215286255,-2.28503036499023,198,244.392405063291,79
"334575",100101,"Home Economics","Wa Municipal",10.0306215286255,-2.28503036499023,199,229.45,40
"334707",9100101,"Motor Vehicle Mech.","Wa Municipal",10.0306215286255,-2.28503036499023,228,262.5,2
