"","schoolcode","choicepgm","district","latitude","longtitude","cutoff","quality","size"
"290980",50203,"General Arts","Atwima / Nwabiagya (Nkawie)",6.68133735656738,-1.80875706672668,312,333.708542713568,199
"290992",50203,"Business","Atwima / Nwabiagya (Nkawie)",6.68133735656738,-1.80875706672668,317,338.62,100
"290995",50203,"Visual Arts","Atwima / Nwabiagya (Nkawie)",6.68133735656738,-1.80875706672668,325,340.4,50
"291007",50203,"Agriculture","Atwima / Nwabiagya (Nkawie)",6.68133735656738,-1.80875706672668,324,340.08,50
"291525",21202,"Visual Arts","Fanteakwa (Begoro)",6.43607091903687,-0.356094092130661,215,254.589743589744,39
"291533",21202,"Agriculture","Fanteakwa (Begoro)",6.43607091903687,-0.356094092130661,213,256.675,40
"291542",21202,"Business","Fanteakwa (Begoro)",6.43607091903687,-0.356094092130661,215,257.725,80
"291545",21202,"General Arts","Fanteakwa (Begoro)",6.43607091903687,-0.356094092130661,236,263.383333333333,120
"291547",21202,"General Science","Fanteakwa (Begoro)",6.43607091903687,-0.356094092130661,158,254.25,40
"291689",21202,"Home Economics","Fanteakwa (Begoro)",6.43607091903687,-0.356094092130661,236,254.6,40
"291885",10402,"General Arts","Dangme West (Dodowa)",5.78625059127808,0.512386500835419,209,253.390625,64
"291891",10402,"Technical","Dangme West (Dodowa)",5.78625059127808,0.512386500835419,198,242,45
"291898",10402,"Home Economics","Dangme West (Dodowa)",5.78625059127808,0.512386500835419,213,244.02380952381,42
"291931",10402,"Business","Dangme West (Dodowa)",5.78625059127808,0.512386500835419,200,251.090909090909,44
"291941",10402,"Visual Arts","Dangme West (Dodowa)",5.78625059127808,0.512386500835419,213,250.086956521739,23
"292078",10402,"Agriculture","Dangme West (Dodowa)",5.78625059127808,0.512386500835419,215,255.833333333333,12
"292230",70203,"Agriculture","Kete Krachie",8.05344390869141,-0.0899035781621933,204,250.084507042254,71
"292234",70203,"Business","Kete Krachie",8.05344390869141,-0.0899035781621933,204,253.333333333333,42
"292241",70203,"Technical","Kete Krachie",8.05344390869141,-0.0899035781621933,213,231.090909090909,11
"292359",10213,"General Arts","Tema",5.69031476974487,-0.0500882156193256,279,299.011235955056,89
"292366",10213,"Home Economics","Tema",5.69031476974487,-0.0500882156193256,281,303.7,20
"292389",10213,"General Science","Tema",5.69031476974487,-0.0500882156193256,260,305.777777777778,45
"292398",10213,"Business","Tema",5.69031476974487,-0.0500882156193256,300,323.066666666667,45
"292446",10213,"Visual Arts","Tema",5.69031476974487,-0.0500882156193256,281,296.35,20
"292630",60505,"Business","Jaman (Drobo)",7.68309593200684,-2.7593035697937,212,263.033333333333,90
"292642",60505,"Home Economics","Jaman (Drobo)",7.68309593200684,-2.7593035697937,255,275.733333333333,45
"292649",60505,"General Arts","Jaman (Drobo)",7.68309593200684,-2.7593035697937,247,273.644444444444,90
"292861",51004,"General Arts","Asante Akim North (Konongo)",6.83400392532349,-1.01796305179596,208,250.05,40
"292881",51004,"Technical","Asante Akim North (Konongo)",6.83400392532349,-1.01796305179596,221,256.4375,16
"292900",51004,"Agriculture","Asante Akim North (Konongo)",6.83400392532349,-1.01796305179596,219,250.026315789474,38
"293002",51004,"Home Economics","Asante Akim North (Konongo)",6.83400392532349,-1.01796305179596,214,237.285714285714,14
"293205",20106,"General Arts","New Juaben (Koforidua)",6.1126127243042,-0.297512322664261,284,306.041666666667,120
"293220",20106,"Agriculture","New Juaben (Koforidua)",6.1126127243042,-0.297512322664261,270,293.6,80
"293316",20106,"Visual Arts","New Juaben (Koforidua)",6.1126127243042,-0.297512322664261,263,286.6625,80
"293317",20106,"Business","New Juaben (Koforidua)",6.1126127243042,-0.297512322664261,284,301.65,40
"293335",20106,"Home Economics","New Juaben (Koforidua)",6.1126127243042,-0.297512322664261,275,286.825,40
"293671",70603,"Agriculture","Kpando",6.89685153961182,0.267385125160217,226,257.85,40
"293675",70603,"General Arts","Kpando",6.89685153961182,0.267385125160217,261,284.625,120
"293691",70603,"Home Economics","Kpando",6.89685153961182,0.267385125160217,242,270.95,40
"293695",70603,"Business","Kpando",6.89685153961182,0.267385125160217,252,281.0625,80
"293696",70603,"General Science","Kpando",6.89685153961182,0.267385125160217,251,280.475,40
"294022",70603,"Visual Arts","Kpando",6.89685153961182,0.267385125160217,210,240.75,40
"294127",70607,"Technical","Kpando",6.89685153961182,0.267385125160217,213,255.28125,32
"294167",70607,"General Arts","Kpando",6.89685153961182,0.267385125160217,210,241.846153846154,26
"294201",70607,"Agriculture","Kpando",6.89685153961182,0.267385125160217,215,246.8,15
"294205",70607,"Home Economics","Kpando",6.89685153961182,0.267385125160217,221,249.555555555556,9
"294379",70607,"Visual Arts","Kpando",6.89685153961182,0.267385125160217,210,238.857142857143,7
"294447",100303,"Agriculture","Jirapa/Lambusie (Jirapa)",10.6920347213745,-2.58332252502441,207,231.288888888889,45
"294482",100303,"Home Economics","Jirapa/Lambusie (Jirapa)",10.6920347213745,-2.58332252502441,201,229.954545454545,22
"294518",81302,"Agriculture","Savelugu/Nanton (Savelugu)",9.81180095672607,-0.815288662910461,199,228.540540540541,37
"294542",81302,"General Arts","Savelugu/Nanton (Savelugu)",9.81180095672607,-0.815288662910461,203,238.457142857143,70
"294552",81302,"Business","Savelugu/Nanton (Savelugu)",9.81180095672607,-0.815288662910461,201,231.606060606061,33
"294692",81302,"Visual Arts","Savelugu/Nanton (Savelugu)",9.81180095672607,-0.815288662910461,208,228.454545454545,11
"294694",20102,"Visual Arts","New Juaben (Koforidua)",6.1126127243042,-0.297512322664261,374,390.45,40
"294695",20102,"General Arts","New Juaben (Koforidua)",6.1126127243042,-0.297512322664261,378,394.366666666667,120
"294696",20102,"General Science","New Juaben (Koforidua)",6.1126127243042,-0.297512322664261,385,405.325,120
"294700",20102,"Business","New Juaben (Koforidua)",6.1126127243042,-0.297512322664261,376,393.9,120
"295097",30502,"Home Economics","Gomoa (Apam)",5.40456104278564,-0.723635494709015,273,294.25,40
"295098",30502,"Business","Gomoa (Apam)",5.40456104278564,-0.723635494709015,278,302.868686868687,99
"295109",30502,"Technical","Gomoa (Apam)",5.40456104278564,-0.723635494709015,273,295.789473684211,19
"295116",30502,"General Science","Gomoa (Apam)",5.40456104278564,-0.723635494709015,299,318.25,20
"295118",30502,"General Arts","Gomoa (Apam)",5.40456104278564,-0.723635494709015,289,310.060606060606,99
"295156",30502,"Visual Arts","Gomoa (Apam)",5.40456104278564,-0.723635494709015,277,295.933333333333,30
"295407",60403,"Business","Atebubu",7.67559051513672,-1.0652015209198,207,240.769230769231,13
"295408",60403,"General Arts","Atebubu",7.67559051513672,-1.0652015209198,219,244.40625,32
"295433",60403,"General Science","Atebubu",7.67559051513672,-1.0652015209198,231,234,2
"295455",50108,"Business","Kumasi Metro",6.68205976486206,-1.59718716144562,374,395.846666666667,150
"295456",50108,"General Arts","Kumasi Metro",6.68205976486206,-1.59718716144562,374,393.493333333333,150
"295459",50108,"General Science","Kumasi Metro",6.68205976486206,-1.59718716144562,387,410.896,250
"295464",50108,"Visual Arts","Kumasi Metro",6.68205976486206,-1.59718716144562,385,400.44,50
"296060",10111,"General Science","Ga West (Amasaman)",5.6646876335144,-0.397510528564453,407,424.885714285714,280
"296062",10111,"Business","Ga West (Amasaman)",5.6646876335144,-0.397510528564453,382,405.333333333333,120
"296063",10111,"General Arts","Ga West (Amasaman)",5.6646876335144,-0.397510528564453,382,401.525,120
"296081",10111,"Visual Arts","Ga West (Amasaman)",5.6646876335144,-0.397510528564453,379,398.075,40
"296092",10111,"Agriculture","Ga West (Amasaman)",5.6646876335144,-0.397510528564453,371,394.8,40
"296671",80110,"General Arts","Tamale",9.38335132598877,-0.784348249435425,210,252.148148148148,54
"296716",80110,"Business","Tamale",9.38335132598877,-0.784348249435425,209,237.883720930233,43
"296807",21201,"Agriculture","Fanteakwa (Begoro)",6.43607091903687,-0.356094092130661,240,267.925,40
"296812",21201,"General Arts","Fanteakwa (Begoro)",6.43607091903687,-0.356094092130661,260,288.593333333333,150
"296818",21201,"Home Economics","Fanteakwa (Begoro)",6.43607091903687,-0.356094092130661,269,289.233333333333,30
"296831",21201,"Visual Arts","Fanteakwa (Begoro)",6.43607091903687,-0.356094092130661,256,277.5,40
"296836",21201,"Business","Fanteakwa (Begoro)",6.43607091903687,-0.356094092130661,213,268.88,150
"296869",21201,"General Science","Fanteakwa (Begoro)",6.43607091903687,-0.356094092130661,238,287.875,40
"297275",20202,"General Arts","Suhum/Kraboa/Coaltar",5.94451522827148,-0.474989742040634,265,287.288888888889,90
"297303",20202,"Agriculture","Suhum/Kraboa/Coaltar",5.94451522827148,-0.474989742040634,211,247.487179487179,78
"297325",20202,"Visual Arts","Suhum/Kraboa/Coaltar",5.94451522827148,-0.474989742040634,204,244.088888888889,90
"297336",20202,"Business","Suhum/Kraboa/Coaltar",5.94451522827148,-0.474989742040634,228,259.955555555556,90
"297344",20202,"Home Economics","Suhum/Kraboa/Coaltar",5.94451522827148,-0.474989742040634,207,250.816666666667,60
"297713",60201,"Visual Arts","Tano (Bechem)",7.18365907669067,-2.02141523361206,282,302.7,50
"297714",60201,"General Science","Tano (Bechem)",7.18365907669067,-2.02141523361206,298,326.3,100
"297718",60201,"Business","Tano (Bechem)",7.18365907669067,-2.02141523361206,295,321,100
"297735",60201,"General Arts","Tano (Bechem)",7.18365907669067,-2.02141523361206,320,334.666666666667,150
"297745",60201,"Home Economics","Tano (Bechem)",7.18365907669067,-2.02141523361206,285,306.12,50
"297758",60201,"Agriculture","Tano (Bechem)",7.18365907669067,-2.02141523361206,302,323.44,50
"298229",51102,"Business","Asante Akim South (Juaso)",6.53297996520996,-1.08829259872437,229,259.922222222222,90
"298243",51102,"General Arts","Asante Akim South (Juaso)",6.53297996520996,-1.08829259872437,242,268.388888888889,90
"298252",51102,"Home Economics","Asante Akim South (Juaso)",6.53297996520996,-1.08829259872437,242,266.775,40
"298259",51102,"Visual Arts","Asante Akim South (Juaso)",6.53297996520996,-1.08829259872437,204,253.230769230769,39
"298277",51102,"General Science","Asante Akim South (Juaso)",6.53297996520996,-1.08829259872437,242,282.56,25
"298635",10210,"Business","Tema",5.69031476974487,-0.0500882156193256,230,270.491666666667,120
"298643",10210,"Visual Arts","Tema",5.69031476974487,-0.0500882156193256,248,270.716666666667,60
"298663",10210,"Home Economics","Tema",5.69031476974487,-0.0500882156193256,241,262.383333333333,60
"298682",10210,"General Arts","Tema",5.69031476974487,-0.0500882156193256,276,302.483333333333,60
"298926",20305,"General Arts","Akwapim South (Nsawam)",5.82600259780884,-0.268249362707138,251,284.64,150
"298928",20305,"Technical","Akwapim South (Nsawam)",5.82600259780884,-0.268249362707138,292,311.2,50
"298939",20305,"Agriculture","Akwapim South (Nsawam)",5.82600259780884,-0.268249362707138,205,259.92,50
"298959",20305,"Visual Arts","Akwapim South (Nsawam)",5.82600259780884,-0.268249362707138,238,275.63,100
"299006",20305,"Home Economics","Akwapim South (Nsawam)",5.82600259780884,-0.268249362707138,253,275.24,50
"299410",60202,"General Arts","Tano (Bechem)",7.18365907669067,-2.02141523361206,249,277.075,80
"299414",60202,"Business","Tano (Bechem)",7.18365907669067,-2.02141523361206,216,255.772727272727,66
"299423",60202,"Home Economics","Tano (Bechem)",7.18365907669067,-2.02141523361206,214,252.851851851852,27
"299590",20405,"General Arts","Akwapim North (Akropong)",5.97642612457275,-0.166071146726608,209,257.838461538462,130
"299591",20405,"Home Economics","Akwapim North (Akropong)",5.97642612457275,-0.166071146726608,210,242.55,40
"299635",20405,"Visual Arts","Akwapim North (Akropong)",5.97642612457275,-0.166071146726608,211,255.425,40
"299675",20405,"Technical","Akwapim North (Akropong)",5.97642612457275,-0.166071146726608,252,281.775,40
"299853",60303,"Agriculture","Berekum",7.50356483459473,-2.63174390792847,271,284.16,50
"299856",60303,"General Science","Berekum",7.50356483459473,-2.63174390792847,268,293.56,50
"299857",60303,"General Arts","Berekum",7.50356483459473,-2.63174390792847,286,304.93,100
"299907",60303,"Visual Arts","Berekum",7.50356483459473,-2.63174390792847,240,267.48,50
"299912",60303,"Home Economics","Berekum",7.50356483459473,-2.63174390792847,245,266.86,50
"300170",10107,"Business","Accra Metropolitan",5.6073956489563,-0.197115257382393,292,313.289156626506,83
"300190",10107,"General Arts","Accra Metropolitan",5.6073956489563,-0.197115257382393,299,318.065934065934,91
"300199",10107,"General Science","Accra Metropolitan",5.6073956489563,-0.197115257382393,281,310.658536585366,41
"300229",10107,"Visual Arts","Accra Metropolitan",5.6073956489563,-0.197115257382393,288,306.92,50
"300360",10107,"Home Economics","Accra Metropolitan",5.6073956489563,-0.197115257382393,286,303.121951219512,41
"300520",40905,"Technical","Wassa West (Tarkwa)",5.27604913711548,-1.98885321617126,204,239.120967741935,124
